filepath,filename,label,common_name,scientific_name,split,duration,rms_mean,rms_std,zcr_mean,zcr_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_rolloff_mean,spectral_rolloff_std
train_audio/rubthr1/iNat334890.ogg,iNat334890.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,18.4330625,0.025489194,0.014072779,0.2383756877439289,0.03417455042032871,5108.1592073023285,506.48910872559014,3218.719217082034,382.2436669768777,8538.581418039896,1585.4786087904622
train_audio/rubthr1/XC351066.ogg,XC351066.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,29.20490625,0.052934606,0.04766953,0.16741976784980833,0.06150258782849255,4466.480968190929,866.9887734094893,3494.7311610924053,522.5478873954154,6881.1438937568455,741.3122988507547
train_audio/rubthr1/iNat1318270.ogg,iNat1318270.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,9.24734375,0.008848007,0.007794047,0.10881913657006921,0.03644013990123891,3275.2401660603177,612.428031271219,3884.4603514476967,579.3214590174808,7050.8488321799305,2447.0362195474277
train_audio/rubthr1/iNat320486.ogg,iNat320486.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,4.9128125,0.019264933,0.004643048,0.06341949066558442,0.028476987820078375,2630.4425211029047,313.59998572999956,3495.6581985980883,204.07257856166515,5396.50974025974,591.3892156178712
train_audio/rubthr1/iNat140546.ogg,iNat140546.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,9.8916875,0.010478702,0.011656106,0.10756938484450727,0.030185256785843998,2902.6076502170226,464.8080505866807,3195.048262141841,825.84638180946,5411.374192245557,2545.1520098771744
train_audio/rubthr1/iNat1624732.ogg,iNat1624732.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,4.8563125,0.005609684,0.0027598809,0.04781140779194079,0.025722831480020615,1536.660779256704,313.89450014473147,2081.3096997063817,404.0931364548469,2761.5645559210525,897.1218513420084
train_audio/rubthr1/XC286714.ogg,XC286714.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,253.466125,0.06130614,0.07394925,0.18182845393179523,0.049072218901173165,3585.496888824952,591.5530796732177,2311.730345395727,541.8008341410713,5066.5615926019445,1561.5504427093724
train_audio/rubthr1/iNat762495.ogg,iNat762495.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,84.3946875,0.0069667236,0.0108481115,0.08854617150473934,0.04348898724232024,2464.723759905587,599.7548594332952,2755.425368468567,328.2837206599336,5124.206161137441,1055.3311432124412
train_audio/rubthr1/iNat1626515.ogg,iNat1626515.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,8.02628125,0.0078385165,0.014179279,0.04995447895916335,0.023566155156288685,1341.2830324703623,443.3092916858763,1969.7728219923292,448.0874251072836,2236.2425298804783,893.1657022187956
train_audio/rubthr1/XC82473.ogg,XC82473.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,19.069375,0.071680896,0.03375782,0.2622991984322567,0.042117686777380786,5497.532390749661,540.0364883950543,3537.657720675567,179.59304205264135,9751.572986577181,896.3911897748968
train_audio/rubthr1/XC293500.ogg,XC293500.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,19.7485625,0.04543192,0.041723263,0.24678643724696356,0.08202271448494454,4232.176145927087,784.1708382095035,2641.190102738053,369.24410911619435,6488.132591093117,943.1645643797193
train_audio/rubthr1/XC763360.ogg,XC763360.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,50.92,0.011515189,0.00806775,0.09020363307021678,0.048183504241908676,2260.0101825002603,372.4522444242757,2662.999308648253,479.7489541941488,4101.113336475024,1097.5577596789185
train_audio/rubthr1/iNat1662806.ogg,iNat1662806.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,7.375,0.0095134415,0.0045571956,0.15866280843275488,0.0595237313229262,4466.943867123631,814.0215566691058,3924.0719530590254,284.38231657488984,9139.09978308026,524.8113553702411
train_audio/rubthr1/iNat798410.ogg,iNat798410.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,8.38240625,0.06579536,0.055895075,0.05834774570610687,0.03616218477956881,2243.522039630022,542.2345515317467,2793.3575849441318,445.19860456666333,5042.6705629770995,1229.103016671022
train_audio/rubthr1/XC82482.ogg,XC82482.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,7.96734375,0.04519693,0.06747401,0.3209988391064257,0.07624460373987485,5649.5987204805615,774.1305658338568,2900.473436901382,485.0874523689394,8044.1139558232935,1039.5384375257067
train_audio/rubthr1/iNat148783.ogg,iNat148783.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,19.382,0.022561036,0.03577435,0.23782318417388615,0.07138296146568576,4986.12184800892,1149.3430237714504,3752.304038613586,868.2751205399728,8871.055074257425,2712.246725280044
train_audio/rubthr1/XC394552.ogg,XC394552.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,56.241,0.022594586,0.033949558,0.2028042008852389,0.049509882796492016,4248.214980912804,817.9056889511464,2847.4205469270432,491.90756135795414,6351.42029294653,2279.040988034291
train_audio/rubthr1/iNat334710.ogg,iNat334710.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,13.165,0.007892546,0.010649315,0.3511365146567436,0.07096752280388423,6197.7196217145165,870.9335834400873,3637.835895754037,262.78891693721715,10101.685905224787,1099.0808212712157
train_audio/rubthr1/iNat772218.ogg,iNat772218.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,20.22459375,0.012756845,0.01052745,0.1886626111660079,0.05724970216567461,3615.6790926915796,831.89014988228,2706.703475438659,525.3813708205454,6049.135375494071,1430.1084970876336
train_audio/rubthr1/iNat852442.ogg,iNat852442.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,0.144,0.41521135,0.12064382,0.145068359375,0.031149473626111854,2905.7103026648156,318.30416326333386,2234.6088621078275,473.3606167032882,3845.3125,564.4259563098157
train_audio/rubthr1/XC611393.ogg,XC611393.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,11.91184375,0.028049126,0.017695637,0.15157822986577182,0.019332193572201048,3057.5176317841733,231.8679295441866,2012.2838091379954,237.5362081704621,4938.926174496644,661.0323789355083
train_audio/rubthr1/XC289110.ogg,XC289110.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,38.79184375,0.052962974,0.06409416,0.22763611469072165,0.07353624670146884,4890.85156609336,962.3505008144447,3749.5054828087195,555.8302421882865,9348.827319587628,2093.631082670304
train_audio/rubthr1/iNat857160.ogg,iNat857160.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,16.40490625,0.005693513,0.0057663904,0.09167694627192982,0.07942500624028612,2004.1222260115417,1052.2462189375815,2021.8991297361913,521.5251376207872,3849.6588693957115,1798.9658087961625
train_audio/rubthr1/XC289121.ogg,XC289121.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,109.63590625,0.06407392,0.098189704,0.1532037463063622,0.05295279154109165,3492.4145099927937,975.8795669209353,2962.343537421342,869.079399663101,6079.283251860499,2793.795421718497
train_audio/rubthr1/iNat1151816.ogg,iNat1151816.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,12.81690625,0.0017641655,0.000969641,0.06325251324812968,0.057376255814467425,2314.348095797088,938.7376852104845,3187.0338390364,569.0920981293507,4667.608322942643,2230.6030474387926
train_audio/rubthr1/XC620672.ogg,XC620672.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,95.921625,0.045664404,0.037987284,0.1225949949706054,0.039688193825218,3201.533679987409,474.61125517681427,3000.7917686889896,431.9880701982848,5706.121789526351,1337.3691028802627
train_audio/rubthr1/XC313981.ogg,XC313981.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,13.11346875,0.032830827,0.01556725,0.23208424637957317,0.053171763205637906,4340.031365985627,454.0867379229647,2990.236669517292,323.46368315378857,7431.440548780488,641.3200511842105
train_audio/rubthr1/iNat836925.ogg,iNat836925.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,37.22159375,0.025655884,0.00580369,0.06801965547110013,0.024913708317068354,2194.6793627519396,344.74089780113036,2709.1869369293663,371.372123067386,4689.883702191663,986.7104129900198
train_audio/rubthr1/iNat858156.ogg,iNat858156.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,5.52,0.004221386,0.0010801305,0.4741845985368497,0.06720763035754033,7583.367973503533,474.07803123619027,3037.045928873935,349.9474348572166,9745.213150289017,109.52819451751421
train_audio/rubthr1/iNat772222.ogg,iNat772222.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,24.4041875,0.0044324924,0.0028367187,0.1566918849320118,0.0826036579926634,3655.0597830472043,855.4648359795174,3173.7073565386527,351.7718358055577,6901.0280144167755,913.3722804574179
train_audio/rubthr1/iNat1706704.ogg,iNat1706704.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,13.815875,0.018090542,0.021164624,0.062449137369791664,0.03974609786358269,2377.5948625406804,827.6147032255641,2920.4582301779233,440.40683515514803,5271.267361111111,1841.650032542427
train_audio/rubthr1/iNat332657.ogg,iNat332657.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,13.152,0.020557007,0.02850445,0.1419676251139125,0.06913906121055398,3003.629874625123,877.0913157227616,2469.0561799062957,594.9191766914263,5381.853736330499,1951.495800701838
train_audio/rubthr1/XC415211.ogg,XC415211.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,144.84896875,0.046893578,0.018188186,0.19054218525651645,0.0767780757382746,5351.791333203837,1098.0705718325553,4227.168585834795,286.9612861336862,9968.667163684559,1544.3347599022775
train_audio/rubthr1/iNat1279077.ogg,iNat1279077.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,55.8506875,0.003094535,0.0051238225,0.14199137626217417,0.02978817477119559,3804.2413332441333,559.9579956626654,3985.865538415785,516.265760703245,8801.762568032082,1924.8692198356855
train_audio/rubthr1/XC164996.ogg,XC164996.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,75.48,0.013163717,0.010722573,0.21551749119065283,0.0400094444928651,4241.785840566202,525.7178787454242,2536.669617062453,517.7362336200488,6105.996979652395,1499.40092139383
train_audio/rubthr1/iNat1241813.ogg,iNat1241813.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,27.904,0.002899442,0.002931399,0.15291989389326646,0.06021111947983195,3498.351712194194,803.323266487833,3061.2996272247824,766.2400272833413,6029.512893982808,2086.769640543846
train_audio/rubthr1/XC614076.ogg,XC614076.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,55.632,0.057906274,0.012940213,0.05755850389951121,0.03743498249620045,2665.461216477809,995.0723420704321,3615.0354926514956,593.2516162173232,6489.150553479011,2612.91827360201
train_audio/rubthr1/iNat1615216.ogg,iNat1615216.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,0.072,0.5697708,0.095355876,0.233984375,0.059580237390430064,5492.475837402082,78.55770682000012,3488.711491435064,134.33700643759832,8281.25,502.338282435253
train_audio/rubthr1/iNat836924.ogg,iNat836924.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,37.12871875,0.03930014,0.015672352,0.052421126063657904,0.02234556070542568,2152.5105471609386,422.71280231923686,2772.870313715666,363.1729126605374,4829.289638087032,980.0035430330348
train_audio/rubthr1/iNat312443.ogg,iNat312443.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,10.6811875,0.019809444,0.029745946,0.03039039109281437,0.015542752425207293,1620.3277490703408,516.7523206877038,2696.5697490041784,496.99451039333394,3499.1345434131736,1665.4071921233037
train_audio/rubthr1/XC299267.ogg,XC299267.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,28.6824375,0.0042540543,0.0021725583,0.32954382058700504,0.079649128740317,6025.907207343334,735.1563309964622,4112.0341142406705,275.1194644105542,11462.841606246515,1650.654738484423
train_audio/rubthr1/iNat810356.ogg,iNat810356.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,30.10134375,0.016171617,0.0056608547,0.1523546468185441,0.06408047392938031,3690.835975918867,674.6859220902885,3551.8497463841936,235.7366025192234,7936.561835812965,983.3299462606952
train_audio/rubthr1/iNat317135.ogg,iNat317135.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,38.08075,0.0034172726,0.0012063603,0.06333116501732465,0.029162959585323882,3192.6428249413248,458.9758282115106,4050.731231175402,306.62669405910975,8184.356625367493,1231.4650901934347
train_audio/rubthr1/iNat49908.ogg,iNat49908.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,7.39265625,0.016738525,0.022292692,0.20010461663066956,0.09040095042510457,3865.39499684535,1016.6144082824965,2979.8471156955206,521.4328192963837,6689.592332613391,1769.1185252981163
train_audio/rubthr1/XC400267.ogg,XC400267.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,9.7436875,0.016753098,0.017566798,0.29925066066297207,0.07335822195989518,4686.203100152857,653.3931966543862,3168.9863435498437,347.1006602312708,6841.415229885058,571.7864428888988
train_audio/rubthr1/iNat264731.ogg,iNat264731.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,14.64,0.012042212,0.002478911,0.04626304926310044,0.04516927793871676,2320.994998895103,964.8066468036168,3535.1207754364304,458.6542017033634,5191.798580786026,2637.353550590567
train_audio/rubthr1/iNat276456.ogg,iNat276456.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,12.6955,0.009805574,0.0057820613,0.27406353313916876,0.07126694734331422,5705.842511887129,628.4430362962072,3847.649370592349,253.76041182501288,10201.727802267003,989.9372451077066
train_audio/rubthr1/XC421912.ogg,XC421912.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,3.918375,0.023681859,0.027484177,0.1765724649234694,0.03567903274646999,3388.7735467390708,327.58757350113405,2842.0399264631033,382.66985485055125,6220.408163265306,1325.2784023015051
train_audio/rubthr1/iNat421698.ogg,iNat421698.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,28.32,0.0014381057,0.00026365023,0.05135996391516093,0.048327168164533564,2531.9114155960324,616.8611150269217,3728.780665153225,218.75335135530202,5687.138269339356,1289.6141642914217
train_audio/rubthr1/iNat344147.ogg,iNat344147.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,17.85615625,0.009031474,0.010651373,0.11652174141114592,0.03211490736383265,2463.0366881539185,247.82797583371539,2344.6795975356167,431.20884483176536,3840.588630259624,836.5928689746862
train_audio/rubthr1/iNat1652046.ogg,iNat1652046.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,15.0186875,0.0032247582,0.0015098674,0.06638128993610223,0.04017765521046978,1953.7118033070997,294.9795985116494,2748.302249923597,368.7736734095772,3470.297523961661,1023.7960287386294
train_audio/rubthr1/iNat1668162.ogg,iNat1668162.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,38.76209375,0.0023661298,0.0014811633,0.057460808527651674,0.03878171591641528,2077.5772270486336,804.4027520542211,3106.4633292730937,459.7558341299535,4628.6757119273625,2164.501198045533
train_audio/rubthr1/XC605339.ogg,XC605339.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,49.464,0.034772694,0.017097984,0.18126809735810157,0.06892039389506266,5785.0435755272765,739.6256738101725,4096.655564544391,193.90686212696036,10524.316785252264,727.6493127133679
train_audio/rubthr1/XC838400.ogg,XC838400.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,10.318375,0.0059187994,0.003375959,0.18825324006782945,0.0290703558061383,3836.36511142826,407.520447798741,3088.9478570843658,192.1169595989234,7170.566860465116,693.9191926597072
train_audio/rubthr1/iNat139344.ogg,iNat139344.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,36.28409375,0.0008313214,0.00032085757,0.15207291322200175,0.02197883238490399,4233.196808174727,363.05048176991954,4341.708747856911,257.45348266533057,10102.63034611993,865.750312499989
train_audio/rubthr1/iNat574777.ogg,iNat574777.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,8.208,0.022543885,0.013838586,0.08241598522616732,0.10217796049115847,1827.4285996641202,1375.4647274485133,2405.6088494965297,637.6728865324721,3147.920719844358,2537.545794168761
train_audio/rubthr1/XC200397.ogg,XC200397.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,71.832,0.12525246,0.0619446,0.052048606277839644,0.03503374839310482,2577.3679531534217,402.1716192123797,3881.30152385749,384.28093467977135,6175.052199331849,1954.117806549096
train_audio/rubthr1/iNat1712721.ogg,iNat1712721.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,13.5366875,0.0053489725,0.0030057651,0.11119899276859505,0.07573882998996552,3680.5065406632107,1479.3302142700622,3877.7281531050726,620.2252235107269,8088.695395513578,3354.708427641489
train_audio/rubthr1/iNat1691551.ogg,iNat1691551.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,0.096,0.36118427,0.11056059,0.15541294642857142,0.037803830758107615,3020.34890527687,302.6748342940787,2225.64807698253,414.75503132036437,4895.089285714285,408.96366037852806
train_audio/rubthr1/XC856544.ogg,XC856544.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,9.69275,0.0023964546,0.0028876509,0.25226253094059403,0.10718392534942738,5198.251467767851,1124.700561577613,3512.8535518081944,410.9798389042844,8562.267945544554,1398.7548451071598
train_audio/rubthr1/iNat52897.ogg,iNat52897.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,11.807,0.0027068802,0.0032101772,0.1921069137449187,0.09224844677598126,3418.3651893009915,1194.0273962921003,2290.92221857151,694.9448140708889,5633.151253387534,2122.1969092520235
train_audio/rubthr1/iNat1684709.ogg,iNat1684709.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,3.2506875,0.0059749554,0.0017737496,0.0933526731004902,0.05518809622127074,3697.778662988591,578.3078909077858,3837.198814057967,176.74410187062352,8857.919730392157,865.8410585849011
train_audio/rubthr1/iNat1278983.ogg,iNat1278983.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,32.4906875,0.00498913,0.006218563,0.1474294432391679,0.029325299307498845,3679.8568691958494,658.1896405837813,3783.995369293823,706.4617825207724,7959.841211225997,2649.0643693650495
train_audio/rubthr1/iNat327564.ogg,iNat327564.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,7.00303125,0.0032681061,0.0023194829,0.1737668111444064,0.06183669475830801,4393.980828325408,1015.9246324453918,4053.274194583521,585.4598997825175,8869.64897260274,3727.6323372836027
train_audio/rubthr1/iNat1105306.ogg,iNat1105306.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,30.4,0.017996963,0.0061899815,0.03879691198711205,0.06114243205054982,2470.570344656466,785.0114722790535,3829.0633362214935,243.02605009932816,6740.777880063125,1110.116391789271
train_audio/rubthr1/iNat1666862.ogg,iNat1666862.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,11.184,0.01797457,0.0038601374,0.24488351004464284,0.04887088208372686,4936.200178647104,363.0822402145698,3940.313692477605,253.76320122819493,9904.70982142857,717.2957431182092
train_audio/rubthr1/XC251882.ogg,XC251882.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,185.688,0.0896429,0.07044481,0.13071973985707824,0.09784279059747591,3743.556713605522,1455.3028245590485,3053.316849962246,633.0639788827483,6419.051837411684,2060.405553546645
train_audio/rubthr1/iNat544859.ogg,iNat544859.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,18.9939375,0.003945484,0.0015290009,0.1265301945233586,0.050263809869183974,2721.0636376983293,600.5776145422894,2650.228201813591,410.87045617307183,5064.249263468014,976.1768083339114
train_audio/rubthr1/iNat850317.ogg,iNat850317.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,17.1946875,0.0055205263,0.0042992393,0.18170603197674418,0.10159527104023741,3080.6945807927987,1474.7797883204964,2434.005603500485,556.6319540258037,5414.665697674419,2085.281552312173
train_audio/rubthr1/XC678305.ogg,XC678305.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,68.12734375,0.010693384,0.009742629,0.13958731633836308,0.01482312644572109,2970.2244327306744,233.45093860653023,2394.4041576512664,229.60962297073937,5365.440787928605,936.7707358668764
train_audio/rubthr1/iNat1666863.ogg,iNat1666863.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,46.728,0.003991937,0.0019458696,0.16457033924597742,0.047781933335259215,4246.398111380213,447.8998550235045,4092.6139227207987,198.41370410417525,9556.273536460116,585.498980273616
train_audio/rubthr1/XC812895.ogg,XC812895.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,50.96796875,0.026303278,0.027075209,0.16627018719593534,0.04090964952927866,3618.256139233557,690.2190583062509,2740.04309684075,555.0491725254155,5819.925062774639,1732.330184530886
train_audio/rubthr1/XC82478.ogg,XC82478.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,3.03021875,0.05737612,0.047931336,0.2218030427631579,0.052073575980626445,4394.401548950947,644.8221053707559,3025.4134782547253,569.7364511012419,7306.25,1624.92155681112
train_audio/rubthr1/XC293351.ogg,XC293351.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,53.1069375,0.052407723,0.054439247,0.20071727339043674,0.0517339681965887,3511.4463692180875,578.0777098685833,2165.11554825233,380.7438446274322,5209.615022590361,1069.553179964184
train_audio/rubthr1/XC451334.ogg,XC451334.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,42.57959375,0.005211605,0.006101873,0.08659801870069497,0.030972255743585468,2314.112481946033,495.2643229105927,2852.5402079323953,444.39993908365506,5546.634344477836,1772.4047844983052
